,name,Price
0,Lenovo LP40 Wireless Earphone Bluetooth 5.0 Waterproof Earphone Touch headset - Black,GH₵ 60.45
1,Lenovo XT90 In-ear Earphones 5.0 Headphones True Wireless Earbuds with Touch Control,GH₵ 52.80
2,Samsung Galaxy A03 Core - 32GB HDD - 2GB RAM Smartphone - Black,GH₵ 554.00
3,Lenovo LP40 Wireless Earphone Bluetooth 5.0 Waterproof Earphone Touch headset white,GH₵ 62.00
4,P47 Wireless Headset - White,GH₵ 29.47
5,Itel A16 Plus - 8GB HDD - 1GB RAM -  Phantom Black + Free Gifts,GH₵ 251.00
6,Universal Adjustable Desktop Tablet Stands Phone Holder bracket for ipad phone tablet stand mount,GH₵ 16.74
7,P47 Wireless Foldable Bluetooth Headset - Black,GH₵ 33.00
8,F9-32 Stereo V5.1 Bluetooth Earphone Power Banks,GH₵ 51.00
9,Samsung Galaxy A03 Core - 32GB HDD - 2GB RAM Smartphone - Blue,GH₵ 542.71
10,Lenovo TC02 Wireless Bluetooth Headset Similar To Xiaomi Aird Ots,GH₵ 87.00
11,M11 T-WS LCD Bluetooth 5.0 Wireless Headphones - Black,GH₵ 64.17
12,Lenovo HE01 BT 5.0 Neckband Wireless Earphones Waterproof w/MIC Line Control,GH₵ 20.46
13,V9 Earhook Wireless Bluetooth Earphone CSR Noise Cancelling Earpiece Headset Portable,GH₵ 34.00
14,Tecno Spark Go 2021 - 32GB HDD - 2GB RAM Smartphone -  Maldives Blue,GH₵ 562.68
15,Itel A16 Plus - 8GB HDD - 1GB RAM -  Phantom Black + Free Gifts,GH₵ 251.00
16,Nokia C2-05 2GSM 2.0''  Slide Touch &Type Mp3 Player Mobile Phone,GH₵ 139.00
17,Itel It 2173 Dual SIM Feature Phone - 512MB ROM - 512MB RAM - Blue,GH₵ 69.00
18,Itel A16 Plus - 8GB HDD - 1GB RAM - Champagne Gold,GH₵ 251.00
19,X-INOVA Magic 6 Dual SIM Smartphone - 16GB HDD - 2GB RAM - Green,GH₵ 285.00
20,X-INOVA Magic 6 Dual SIM Smartphone - 16GB HDD - 2GB RAM - Black,GH₵ 290.00
21,Nokia 105 (4th Edition) Dual SIM Cell Phone - Black,GH₵ 105.00
22,Itel 5081 Triple SIM Phone  Wireless FM Radio - Dark Blue,GH₵ 97.00
23,"X Tigi T1 Mini - 1.77"" - Dual SIM Cell Phone - 32MB HDD- 32MB RAM - Blue",GH₵ 88.00
24,Nokia 110 (2019 Edition) Dual SIM Feature Phone - Black,GH₵ 165.00
25,Nokia 105 (4th Edition) Dual SIM Cell Phone - Blue,GH₵ 105.00
26,Bontel Dual SIM Phone with FM Radio + FREE P47 Headphone  - Black/Multicolour,GH₵ 94.00
27,Nokia 105 Dual SIM 4th Generation  - 32MB ROM‎ - 4MB RAM Cell Phone - Black + Free 3310 Phone,GH₵ 157.17
28,SOWHAT V3 Dual SIM - 8GB HDD - 1GB RAM Smartphone - Green,GH₵ 230.00
29,"Itel It 2173 Dual Sim Phone  - Black + 30,000 mAh Powerbank",GH₵ 104.00
30,Samsung Galaxy A03 Core - 32GB HDD - 2GB RAM Smartphone - Black,GH₵ 554.00
31,Samsung Galaxy A03 Core - 32GB HDD - 2GB RAM Smartphone - Blue,GH₵ 542.71
32,Tecno Spark Go 2021 - 32GB HDD - 2GB RAM Smartphone -  Maldives Blue,GH₵ 562.68
33,M40 Pro Android  512gb Dual Sim 6.1 OLed Touch Screen - Orange,GH₵ 499.00
34,Infinix Smart HD X612 (2021) - 32GB HDD - 2GB RAM Smartphone -  Topaz Blue,GH₵ 585.20
35,Itel S16 Dual SIM Smartphone - 16GB HDD - 1GB RAM,GH₵ 432.00
36,TCL L7 Smartphone  - 32GB HDD - 2GB RAM - Black,GH₵ 383.04
37,XIAOMI Redmi 9A  Smartphone  -  32GB HDD - 2GB RAM -   Granite Gray,GH₵ 635.00
38,Tecno POP 3 (BB2) Dual SIM - 16GB HDD - 1GB RAM Smartphone - Champaign Gold,GH₵ 422.28
39,Itel S16 Dual SIM Smartphone - 16GB HDD - 1GB RAM - Cosmic Shine,GH₵ 432.00
40,Itel A56 (2020) - 16GB HDD - 1GB RAM - 4000mAh - Blue,GH₵ 390.00
41,TCL 20E Dual SIM - 32GB - 3GB RAM Smartphone - Blue,GH₵ 605.00
42,Infinix X657 Smart 5 Dual SIM -32GB HDD - 2GB RAM - Quetzal Cyan,GH₵ 560.00
43,X Tigi A10C  6.3'' - 32GB HDD - 2GB RAM - Fingerprint - Black,GH₵ 449.00
44,LG Android Smartphone LG G4 4G LTE H815 Mobile Phone Hexa Core 5.5 Inch 16.0MP Camera 3GB+32GB-Brown,GH₵ 427.00
45,Lenovo LP40 Wireless Earphone Bluetooth 5.0 Waterproof Earphone Touch headset - Black,GH₵ 60.45
46,Fingerprint Touch Noise-cancelling Stereo Bluetooth Headset - Black,GH₵ 28.00
47,Tripod Mobile phone Camera Foldable Stand Holder Table Smartphone Tripod,GH₵ 29.00
48,Lenovo XT90 In-ear Earphones 5.0 Headphones True Wireless Earbuds with Touch Control,GH₵ 52.80
49,Samsung Galaxy A03 Core - 32GB HDD - 2GB RAM Smartphone - Black,GH₵ 554.00
50,Lenovo LP40 Wireless Earphone Bluetooth 5.0 Waterproof Earphone Touch headset white,GH₵ 62.00
51,P47 Wireless Headset - White,GH₵ 29.47
52,F9 Bluetooth Earphone - Black,GH₵ 59.00
53,Universal Adjustable Desktop Tablet Stands Phone Holder bracket for ipad phone tablet stand mount,GH₵ 16.74
54,Wireless Headphone Bluetooth 5.0 In-ear Stereo,GH₵ 45.00
55,C3 Bluetooth 5.0 Wireless Headsets 10D Stereo Headphones With LED sports Earphone PRO3,GH₵ 32.00
56,TWS Wireless Bluetooth Earphones - White,GH₵ 38.80
57,Smart Bluetooth watches for ios and Android bands,GH₵ 30.00
58,P47 Wireless Foldable Bluetooth Headset - Black,GH₵ 33.00
59,"Wireless Bluetooth Earphone For iPhone, Samsung Pods - Black",GH₵ 34.00
60,IOOIOO Micro SD Memory Card - 32GB - Black,GH₵ 19.00
61,TWS i12Tws Wireless Bluetooth 5.0 Sport Headset - White,GH₵ 32.98
62,TWS Wireless Bluetooth Earphones - White,GH₵ 38.80
63,P47 Top Model Wireless Bluetooth Headset with FM - Black,GH₵ 33.00
64,Lenovo LP40 Bluetooth 5.0  Touch Control Waterproof Earphone headset - White,GH₵ 65.00
65,Pocket Size 3 in 1 Inbuilt USB Cable With LED Display Powerbank - 20000mAh - White,GH₵ 60.00
66,Smart Watch With Camera & SIM Card Slot - Black,GH₵ 65.00
67,"116 Plus Smart Watch - 1.3"" Black",GH₵ 36.00
68,"Universal 30,000mAh Inbuilt 3 in 1USB cable Powerbank - White",GH₵ 82.00
69,Wireless Waterproof HD HIFI In-Ear Earphones,GH₵ 32.00
70,Lenovo TC02 Wireless Bluetooth Headset - Black,GH₵ 89.00
71,Combination Waterproof Sports Smart Watch - Black,GH₵ 80.00
72,Wireless Headphone Bluetooth 5.0 In-ear Stereo,GH₵ 45.00
73,Portable Power Bank - 10000mAh -Black + Samsung 64GB Pendrive Combo,GH₵ 115.00
74,Earphones Stereo With Charging Pods,GH₵ 30.00
75,Nokia 105 (4th Edition) Dual SIM Cell Phone - Black,GH₵ 105.00
76,"X Tigi T1 - Walkie Talkie Telephone Tri SIM - 2.4"" - 64MB - Black",GH₵ 159.00
77,Itel It 2173 Dual Cell Phone - 512MB ROM - 512MB RAM - Black/ Grey,GH₵ 73.00
78,Itel 2173 Dual Cell Phone - 512MB ROM - 512MB RAM - Black/ Blue + Free Battery & Earpiece,GH₵ 90.00
79,Itel It 2173 Dual Cell Phone - 512MB ROM - 512MB RAM - Black/ Grey + Free MP3 Player,GH₵ 95.00
80,Nokia 110 (2019 Edition) Dual SIM Feature Phone - Black,GH₵ 165.00
81,Itel 2160 Dual Sim Plus FREE P47 Bluetooth Headset - 32MB ROM‎ - 4MB RAM  - Dark Blue,GH₵ 105.00
82,Nokia 105 Dual SIM 4th Edition  - 32MB ROM‎ - 4MB RAM - Black,GH₵ 130.00
83,Itel 2173 Dual SIM Cell Phone - 512MB ROM - 512MB RAM - Grey + Free BT Speaker & Pendrive,GH₵ 140.00
84,Tecno T301 Dual SIM - 4MB ROM - 4MB RAM Feature Phone - Black / Gold,GH₵ 125.00
85,Nokia 5310 XpressMusic -  2.1 Inch Blue,GH₵ 130.00
86,Nokia 105 4th Edition  Dual Sim Phone - Black,GH₵ 138.00
87,Itel It 2173 Dual Sim - 32MB ROM - 32MB RAM - Black & i12 Wireless Ear bud Combo ,GH₵ 110.00
88,Nokia New C Series C2-01 Black Gold English Hebrew Keyboard Bar Phone Smart 2 Inch Screen Camera,GH₵ 210.00
89,Itel 2160 Dual SIM - 800maH - 32MB ROM - 4MB RAM - Dark Blue,GH₵ 74.00
90,Lenovo LP40 Wireless Earphone Bluetooth 5.0 Waterproof Earphone Touch headset - Black,GH₵ 60.45
91,Fingerprint Touch Noise-cancelling Stereo Bluetooth Headset - Black,GH₵ 28.00
92,Tripod Mobile phone Camera Foldable Stand Holder Table Smartphone Tripod,GH₵ 29.00
93,Samsung Galaxy A03 Core - 32GB HDD - 2GB RAM Smartphone - Black,GH₵ 554.00
94,Lenovo XT90 In-ear Earphones 5.0 Headphones True Wireless Earbuds with Touch Control,GH₵ 52.80
95,Lenovo LP40 Wireless Earphone Bluetooth 5.0 Waterproof Earphone Touch headset white,GH₵ 62.00
96,P47 Wireless Headset - White,GH₵ 29.47
97,Universal Adjustable Desktop Tablet Stands Phone Holder bracket for ipad phone tablet stand mount,GH₵ 16.74
98,C3 Bluetooth 5.0 Wireless Headsets 10D Stereo Headphones With LED sports Earphone PRO3,GH₵ 32.00
99,Wireless Headphone Bluetooth 5.0 In-ear Stereo,GH₵ 45.00
100,TWS Wireless Bluetooth Earphones - White,GH₵ 38.80
101,P47 Wireless Foldable Bluetooth Headset - Black,GH₵ 33.00
102,Smart Bluetooth watches for ios and Android bands,GH₵ 30.00
103,"Wireless Bluetooth Earphone For iPhone, Samsung Pods - Black",GH₵ 34.00
104,Wireless Bluetooth Earphone For iPhone Samsung Pods - White,GH₵ 33.00
105,Lenovo XT90 BT5.0 True Wireless Headsets In-ear Sweatproof white,GH₵ 55.00
106,TWS Air Pro 6 Bluetooth Earphone Earbuds HiFi Stereo Touch Sensor Control Mic For Android & IOS,GH₵ 58.00
107,Wireless Bluetooth Earphones - White,GH₵ 45.00
108,F9-32 Stereo V5.1 Bluetooth Earphone Power Banks,GH₵ 51.00
109,IOOIOO Micro SD Memory Card - 32GB - Black,GH₵ 19.00
110,Lenovo TC02 Wireless Bluetooth Headset Similar To Xiaomi Aird Ots,GH₵ 87.00
111,Itel A16 Plus - 8GB HDD - 1GB RAM -  Phantom Black + Free Gifts,GH₵ 251.00
112,New I5 Smartwatch - Pink,GH₵ 47.00
113,Wireless Bluetooth 5.0 Waterproof Headphones - Black,GH₵ 43.00
114,Samsung Galaxy A03 Core - 32GB HDD - 2GB RAM Smartphone - Blue,GH₵ 542.71
115,M11 T-WS LCD Bluetooth 5.0 Wireless Headphones - Black,GH₵ 64.17
116,Heart Rate Sport Bracelet Smart Watch - Black,GH₵ 32.00
117,Lenovo HE01 BT 5.0 Neckband Wireless Earphones Waterproof w/MIC Line Control,GH₵ 20.46
118,V9 Earhook Wireless Bluetooth Earphone CSR Noise Cancelling Earpiece Headset Portable,GH₵ 34.00
119,Bluetooth Wireless  Headphone Stereo In-ear Headphone LED digital display,GH₵ 41.00
120,116 Plus Waterproof Smart Watch - Black,GH₵ 31.00
121,Smart Watch With Camera & SIM Card Slot - Black,GH₵ 65.00
122,ARHANORY Tripod Stand with LED Ring Light for Phones Laptop Plastic-Black,GH₵ 35.00
123,Wireless Bluetooth Headset 2000mAh - Black,GH₵ 69.75
124,Color screen smart watch heart rate sport bracelet,GH₵ 33.00
125,Pro 6 Bluetooth Earphone - White,GH₵ 49.00
126,TCL L7 Smartphone  - 32GB HDD - 2GB RAM - Black,GH₵ 383.04
127,Bluetooth 5.0 Earphones 2200mAh Wireless Headphone,GH₵ 39.99
128,"GT20 1.69 inch TFT Screen IP67 Waterproof Smart Watch, Style:Steel Strap(Black)",GH₵ 121.00
129,2Pcs Portable Speaker High-Volume Subwoofer USB-Black,GH₵ 35.00
130,,
131,,
132,,
133,,
134,,
135,,
136,,
137,,
