,Name,Price,Links
21,"X Tigi T1 Mini - 1.77"" - Dual SIM Cell Phone - 32MB HDD- 32MB RAM - Blue",GH₵ 84.48,https://www.jumia.com.gh/phones-tablets/x-tigi-t1-mini-1.77-dual-sim-cell-phone-32mb-hdd-32mb-ram-blue-31301179.html
22,Nokia 110 (2019 Edition) Dual SIM Feature Phone - Black,GH₵ 185.00,https://www.jumia.com.gh/phones-tablets/110-2019-edition-dual-sim-feature-phone-black-nokia-mpg441613.html
23,Itel 2173 Dual Cell Phone - 512MB ROM - 512MB RAM - Black/ Blue + Free Battery & Earpiece,GH₵ 98.00,https://www.jumia.com.gh/phones-tablets/2173-dual-cell-phone-512mb-rom-512mb-ram-black-blue-free-battery-earpiece-itel-mpg453632.html
24,Nokia 105 (4th Edition) Dual SIM Cell Phone - Black,GH₵ 121.00,https://www.jumia.com.gh/phones-tablets/105-4th-edition-dual-sim-cell-phone-black-nokia-mpg441344.html
25,Nokia 1110  Rear Housing Middle Frame English Keyboard Button,GH₵ 63.00,https://www.jumia.com.gh/phones-tablets/nokia-1110-rear-housing-middle-frame-english-keyboard-button-42807235.html
26,Itel 5081 Triple SIM Phone  Wireless FM Radio - Dark Blue,GH₵ 97.00,https://www.jumia.com.gh/phones-tablets/itel-5081-triple-sim-phone-wireless-fm-radio-dark-blue-18120412.html
27,SOWHAT V3 Dual SIM - 8GB HDD - 1GB RAM Smartphone - Green,GH₵ 220.80,https://www.jumia.com.gh/phones-tablets/sowhat-v3-dual-sim-8gb-hdd-1gb-ram-smartphone-green-42412787.html
28,Nokia 5310 XpressMusic -  2.1 Inch Blue,GH₵ 130.00,https://www.jumia.com.gh/phones-tablets/nokia-5310-xpressmusic-2.1-inch-blue-7113586.html
29,Nokia 105 (4th Edition) Dual SIM Cell Phone - Blue,GH₵ 129.00,https://www.jumia.com.gh/phones-tablets/105-4th-edition-dual-sim-blue-nokia-mpg437862.html
30,Samsung Galaxy A03 Core - 32GB HDD - 2GB RAM Smartphone - Blue,GH₵ 592.10,https://www.jumia.com.gh/phones-tablets/samsung-galaxy-a03-core-32gb-hdd-2gb-ram-smartphone-blue-41951200.html
31,Tecno Spark Go 2021 - 32GB HDD - 2GB RAM Smartphone -  Maldives Blue,GH₵ 592.00,https://www.jumia.com.gh/phones-tablets/tecno-spark-go-2021-32gb-hdd-2gb-ram-smartphone-maldives-blue-34311709.html
32,Itel S16 Dual SIM Smartphone - 16GB HDD - 1GB RAM,GH₵ 432.00,https://www.jumia.com.gh/phones-tablets/s16-dual-sim-smartphone-16gb-hdd-1gb-ram-ice-crystal-blue-itel-mpg438381.html
33,Infinix Smart HD X612 (2021) - 32GB HDD - 2GB RAM Smartphone -  Topaz Blue,GH₵ 604.00,https://www.jumia.com.gh/phones-tablets/infinix-smart-hd-x612-2021-32gb-hdd-2gb-ram-smartphone-topaz-blue-32558902.html
34,TCL L7 Smartphone  - 32GB HDD - 2GB RAM - Black,GH₵ 383.04,https://www.jumia.com.gh/phones-tablets/l7-smartphone-32gb-hdd-2gb-ram-black-tcl-mpg441224.html
35,Infinix X657C Smart 5 Dual SIM (4G) Smartphone - 32GB HDD - 2GB RAM - Midnight Black,GH₵ 644.00,https://www.jumia.com.gh/phones-tablets/x657c-smart-5-dual-sim-4g-smartphone-32gb-hdd-2gb-ram-midnight-black-infinix-mpg456206.html
36,M40 Pro Android  512gb Dual Sim 6.1 OLed Touch Screen - Orange,GH₵ 499.00,https://www.jumia.com.gh/phones-tablets/white-label-m40-pro-android-512gb-dual-sim-6.1-oled-touch-screen-orange-37435835.html
37,Tecno POP 3 (BB2) Dual SIM - 16GB HDD - 1GB RAM Smartphone - Champaign Gold,GH₵ 444.30,https://www.jumia.com.gh/phones-tablets/tecno-pop-3-bb2-dual-sim-16gb-hdd-1gb-ram-smartphone-champaign-gold-32323165.html
38,Itel S16 Dual SIM Smartphone - 16GB HDD - 1GB RAM - Cosmic Shine,GH₵ 432.00,https://www.jumia.com.gh/phones-tablets/itel-s16-dual-sim-smartphone-16gb-hdd-1gb-ram-cosmic-shine-33349850.html
39,TCL 20E Dual SIM - 32GB - 3GB RAM Smartphone - Blue,GH₵ 605.00,https://www.jumia.com.gh/phones-tablets/tcl-20e-dual-sim-32gb-3gb-ram-smartphone-blue-31316969.html
40,Apple IPhone 5S 16GB With Finger Sensor 4G LTE ( Gift ) Refurbiished,GH₵ 440.00,https://www.jumia.com.gh/phones-tablets/apple-iphone-5s-16gb-with-finger-sensor-4g-lte-gift-refurbiished-7775361.html
41,TCL L7 Smartphone  - 32GB HDD - 2GB RAM - Black/Green,GH₵ 383.04,https://www.jumia.com.gh/phones-tablets/tcl-l7-smartphone-32gb-hdd-2gb-ram-blackgreen-37675352.html
42,XIAOMI Redmi 9A  Smartphone  -  32GB HDD - 2GB RAM -  Sky Blue,GH₵ 622.08,https://www.jumia.com.gh/phones-tablets/redmi-9a-smartphone-32gb-hdd-2gb-ram-sky-blue-xiaomi-mpg454175.html
43,Itel S16 Dual SIM Smartphone - 16GB HDD - 1GB RAM - Dazzle Black,GH₵ 432.00,https://www.jumia.com.gh/phones-tablets/itel-s16-dual-sim-smartphone-16gb-hdd-1gb-ram-dazzle-black-33349849.html
44,Itel A56 (2020) - 16GB HDD - 1GB RAM - 4000mAh - Blue,GH₵ 415.00,https://www.jumia.com.gh/phones-tablets/a56-2020-16gb-hdd-1gb-ram-4000mah-blue-itel-mpg439060.html
45,Lenovo LP40 Wireless Earphone Bluetooth 5.0 Waterproof Earphone Touch headset - Black,GH₵ 72.00,https://www.jumia.com.gh/phones-tablets/lenovo-lp40-wireless-earphone-bluetooth-5.0-waterproof-earphone-touch-headset-black-22654156.html
46,Fingerprint Touch Noise-cancelling Stereo Bluetooth Headset - Black,GH₵ 28.00,https://www.jumia.com.gh/phones-tablets/generic-fingerprint-touch-noise-cancelling-stereo-bluetooth-headset-black-31815088.html
47,Lenovo LP40 Wireless Earphone Bluetooth 5.0 Waterproof Earphone Touch headset white,GH₵ 69.12,https://www.jumia.com.gh/phones-tablets/lenovo-lp40-wireless-earphone-bluetooth-5.0-waterproof-earphone-touch-headset-white-22654157.html
48,Lenovo XT90 In-ear Earphones 5.0 Headphones True Wireless Earbuds with Touch Control,GH₵ 55.00,https://www.jumia.com.gh/phones-tablets/lenovo-xt90-in-ear-earphones-5.0-headphones-true-wireless-earbuds-with-touch-control-20914250.html
49,Tripod Mobile phone Camera Foldable Stand Holder Table Smartphone Tripod,GH₵ 34.00,https://www.jumia.com.gh/phones-tablets/generic-tripod-mobile-phone-camera-foldable-stand-holder-table-smartphone-tripod-16841886.html
50,Samsung Galaxy A03 Core - 32GB HDD - 2GB RAM Smartphone - Blue,GH₵ 592.10,https://www.jumia.com.gh/phones-tablets/samsung-galaxy-a03-core-32gb-hdd-2gb-ram-smartphone-blue-41951200.html
51,TWS Wireless Bluetooth Earphones - White,GH₵ 38.80,https://www.jumia.com.gh/phones-tablets/wireless-bluetooth-earphones-white-tws-mpg430467.html
52,Tecno Spark Go 2021 - 32GB HDD - 2GB RAM Smartphone -  Maldives Blue,GH₵ 592.00,https://www.jumia.com.gh/phones-tablets/tecno-spark-go-2021-32gb-hdd-2gb-ram-smartphone-maldives-blue-34311709.html
53,Wireless Bluetooth 5.0 Waterproof Headphones - Black,GH₵ 41.28,https://www.jumia.com.gh/phones-tablets/wireless-bluetooth-5.0-waterproof-headphones-black-generic-mpg456030.html
54,ARHANORY Tripod Stand with LED Ring Light for Phones Laptop Plastic-Black,GH₵ 35.00,https://www.jumia.com.gh/phones-tablets/tripod-stand-with-led-ring-light-for-phones-laptop-plastic-black-arhanory-mpg454979.html
55,Itel A16 Plus - 8GB HDD - 1GB RAM -  Phantom Black + Free Gifts,GH₵ 251.00,https://www.jumia.com.gh/phones-tablets/itel-a16-plus-8gb-hdd-1gb-ram-phantom-black-free-gifts-33067473.html
56,IOOIOO Micro SD Memory Card - 32GB - Black,GH₵ 19.00,https://www.jumia.com.gh/phones-tablets/micro-sd-memory-card-32gb-black-generic-mpg429117.html
57,C3 Bluetooth 5.0 Wireless Headsets 10D Stereo Headphones With LED sports Earphone PRO3,GH₵ 32.00,https://www.jumia.com.gh/phones-tablets/generic-c3-bluetooth-5.0-wireless-headsets-10d-stereo-headphones-with-led-sports-earphone-pro3-33321072.html
58,Lenovo LP40 Bluetooth 5.0 True Wireless Sport Headset -  White,GH₵ 59.00,https://www.jumia.com.gh/phones-tablets/lenovo-lp40-bluetooth-5.0-true-wireless-sport-headset-white-21008805.html
59,Bluetooth 5.0 Earphones 2200mAh Wireless Headphone,GH₵ 41.28,https://www.jumia.com.gh/phones-tablets/generic-bluetooth-5.0-earphones-2200mah-wireless-headphone-18121141.html
60,IOOIOO Micro SD Memory Card - 32GB - Black,GH₵ 19.00,https://www.jumia.com.gh/phones-tablets/micro-sd-memory-card-32gb-black-generic-mpg429117.html
61,TWS i12Tws Wireless Bluetooth 5.0 Sport Headset - White,GH₵ 33.00,https://www.jumia.com.gh/phones-tablets/tws-i12tws-wireless-bluetooth-5.0-sport-headset-white-19852625.html
62,TWS Wireless Bluetooth Earphones - White,GH₵ 38.80,https://www.jumia.com.gh/phones-tablets/wireless-bluetooth-earphones-white-tws-mpg430467.html
63,P47 Top Model Wireless Bluetooth Headset with FM - Black,GH₵ 33.00,https://www.jumia.com.gh/phones-tablets/top-model-wireless-bluetooth-headset-with-fm-black-p47-mpg443896.html
64,Lenovo LP40 Bluetooth 5.0  Touch Control Waterproof Earphone headset - White,GH₵ 65.00,https://www.jumia.com.gh/phones-tablets/lenovo-lp40-bluetooth-5.0-touch-control-waterproof-earphone-headset-white-20560302.html
65,Pocket Size 3 in 1 Inbuilt USB Cable With LED Display Powerbank - 20000mAh - White,GH₵ 59.00,https://www.jumia.com.gh/phones-tablets/portable-power-bank-30000mah-black-white-label-mpg430772.html
66,Smart Watch With Camera & SIM Card Slot - Black,GH₵ 69.00,https://www.jumia.com.gh/phones-tablets/generic-smart-watch-with-camera-sim-card-slot-black-15811084.html
67,"116 Plus Smart Watch - 1.3"" Black",GH₵ 36.00,https://www.jumia.com.gh/phones-tablets/generic-116-plus-smart-watch-1.3-black-13686282.html
68,"Universal 30,000mAh Inbuilt 3 in 1USB cable Powerbank - White",GH₵ 82.00,https://www.jumia.com.gh/phones-tablets/universal-30000mah-inbuilt-3-in-1usb-cable-powerbank-white-22123121.html
69,Wireless Waterproof HD HIFI In-Ear Earphones,GH₵ 32.00,https://www.jumia.com.gh/phones-tablets/generic-wireless-waterproof-hd-hifi-in-ear-earphones-13545278.html
70,Lenovo TC02 Wireless Bluetooth Headset - Black,GH₵ 75.00,https://www.jumia.com.gh/phones-tablets/lenovo-tc02-wireless-bluetooth-headset-black-18304989.html
71,Portable Power Bank - 10000mAh -Black + Samsung 64GB Pendrive Combo,GH₵ 115.00,https://www.jumia.com.gh/phones-tablets/white-label-portable-power-bank-10000mah-black-samsung-64gb-pendrive-combo-22195073.html
72,Earphones Stereo With Charging Pods,GH₵ 30.00,https://www.jumia.com.gh/phones-tablets/generic-earphones-stereo-with-charging-pods-16103473.html
73,Y30 Bluetooth 5.0 Earphones Wireless 4D Stereo Headphones Fingerprint Touch,GH₵ 39.00,https://www.jumia.com.gh/phones-tablets/generic-y30-bluetooth-5.0-earphones-wireless-4d-stereo-headphones-fingerprint-touch-21123974.html
74,Photography tripod mobile phone camera photography professional retractable tripod,GH₵ 48.00,https://www.jumia.com.gh/phones-tablets/generic-photography-tripod-mobile-phone-camera-photography-professional-retractable-tripod-19701388.html
75,Nokia 105 (4th Edition) Dual SIM Cell Phone - Black,GH₵ 121.00,https://www.jumia.com.gh/phones-tablets/105-4th-edition-dual-sim-cell-phone-black-nokia-mpg441344.html
76,"X Tigi T1 - Walkie Talkie Telephone Tri SIM - 2.4"" - 64MB - Black",GH₵ 159.00,https://www.jumia.com.gh/phones-tablets/t1-2.4-tri-sim-talkie-walkie-telephone-64mb-2mpx-black-x-tigi-mpg16791.html
77,Itel It 2173 Dual Cell Phone - 512MB ROM - 512MB RAM - Black/ Grey,GH₵ 93.00,https://www.jumia.com.gh/phones-tablets/itel-it-2173-dual-cell-phone-512mb-rom-512mb-ram-black-grey-16105906.html
78,Itel 2173 Dual Cell Phone - 512MB ROM - 512MB RAM - Black/ Blue + Free Battery & Earpiece,GH₵ 98.00,https://www.jumia.com.gh/phones-tablets/2173-dual-cell-phone-512mb-rom-512mb-ram-black-blue-free-battery-earpiece-itel-mpg453632.html
79,Nokia 110 (2019 Edition) Dual SIM Feature Phone - Black,GH₵ 185.00,https://www.jumia.com.gh/phones-tablets/110-2019-edition-dual-sim-feature-phone-black-nokia-mpg441613.html
80,Itel 2160 Dual Sim Plus FREE P47 Bluetooth Headset - 32MB ROM‎ - 4MB RAM  - Dark Blue,GH₵ 115.00,https://www.jumia.com.gh/phones-tablets/2160-dual-sim-plus-free-p47-bluetooth-headset-32mb-rom-4mb-ram-dark-blue-itel-mpg453631.html
81,Nokia 105 Dual SIM 4th Edition  - 32MB ROM‎ - 4MB RAM - Black,GH₵ 130.00,https://www.jumia.com.gh/phones-tablets/nokia-105-dual-sim-4th-edition-32mb-rom-4mb-ram-black-18654361.html
82,Itel 2173 Dual SIM Cell Phone - 512MB ROM - 512MB RAM - Grey + Free BT Speaker & Pendrive,GH₵ 160.00,https://www.jumia.com.gh/phones-tablets/itel-2173-dual-sim-cell-phone-512mb-rom-512mb-ram-grey-free-bt-speaker-pendrive-18996610.html
83,Tecno T301 Dual SIM - 4MB ROM - 4MB RAM Feature Phone - Black / Gold,GH₵ 125.00,https://www.jumia.com.gh/phones-tablets/t301-dual-sim-4mb-rom-4mb-ram-feature-phone-black-gold-tecno-mpg441493.html
84,Nokia 5310 XpressMusic -  2.1 Inch Blue,GH₵ 130.00,https://www.jumia.com.gh/phones-tablets/nokia-5310-xpressmusic-2.1-inch-blue-7113586.html
85,Nokia 105 4th Edition  Dual Sim Phone - Black,GH₵ 143.00,https://www.jumia.com.gh/phones-tablets/105-4th-edition-dual-sim-phone-black-nokia-mpg455220.html
86,Itel It 2173 Dual Sim - 32MB ROM - 32MB RAM - Black & i12 Wireless Ear bud Combo ,GH₵ 110.00,https://www.jumia.com.gh/phones-tablets/itel-it-2173-dual-sim-32mb-rom-32mb-ram-black-i12-wireless-ear-bud-combo-17120215.html
87,Nokia New C Series C2-01 Black Gold English Hebrew Keyboard Bar Phone Smart 2 Inch Screen Camera,GH₵ 210.00,https://www.jumia.com.gh/phones-tablets/nokia-new-c-series-c2-01-black-gold-english-hebrew-keyboard-bar-phone-smart-2-inch-screen-camera-7113605.html
88,Itel 2160 Dual SIM - 800maH - 32MB ROM - 4MB RAM - Dark Blue,GH₵ 90.00,https://www.jumia.com.gh/phones-tablets/itel-2160-dual-sim-800mah-32mb-rom-4mb-ram-dark-blue-16126470.html
89,Itel It 2160 Dual SIM Cell Phone - 32MB ROM‎ - 32 MB RAM - Dark Blue + Free Earpiece + Free Battery,GH₵ 92.00,https://www.jumia.com.gh/phones-tablets/itel-it-2160-dual-sim-cell-phone-32mb-rom-32-mb-ram-dark-blue-free-earpiece-free-battery-15985339.html
90,Lenovo LP40 Wireless Earphone Bluetooth 5.0 Waterproof Earphone Touch headset - Black,GH₵ 72.00,https://www.jumia.com.gh/phones-tablets/lenovo-lp40-wireless-earphone-bluetooth-5.0-waterproof-earphone-touch-headset-black-22654156.html
91,Fingerprint Touch Noise-cancelling Stereo Bluetooth Headset - Black,GH₵ 28.00,https://www.jumia.com.gh/phones-tablets/generic-fingerprint-touch-noise-cancelling-stereo-bluetooth-headset-black-31815088.html
92,Lenovo LP40 Wireless Earphone Bluetooth 5.0 Waterproof Earphone Touch headset white,GH₵ 69.12,https://www.jumia.com.gh/phones-tablets/lenovo-lp40-wireless-earphone-bluetooth-5.0-waterproof-earphone-touch-headset-white-22654157.html
93,Lenovo XT90 In-ear Earphones 5.0 Headphones True Wireless Earbuds with Touch Control,GH₵ 55.00,https://www.jumia.com.gh/phones-tablets/lenovo-xt90-in-ear-earphones-5.0-headphones-true-wireless-earbuds-with-touch-control-20914250.html
94,Tripod Mobile phone Camera Foldable Stand Holder Table Smartphone Tripod,GH₵ 34.00,https://www.jumia.com.gh/phones-tablets/generic-tripod-mobile-phone-camera-foldable-stand-holder-table-smartphone-tripod-16841886.html
95,Samsung Galaxy A03 Core - 32GB HDD - 2GB RAM Smartphone - Blue,GH₵ 592.10,https://www.jumia.com.gh/phones-tablets/samsung-galaxy-a03-core-32gb-hdd-2gb-ram-smartphone-blue-41951200.html
96,TWS Wireless Bluetooth Earphones - White,GH₵ 38.80,https://www.jumia.com.gh/phones-tablets/wireless-bluetooth-earphones-white-tws-mpg430467.html
97,Tecno Spark Go 2021 - 32GB HDD - 2GB RAM Smartphone -  Maldives Blue,GH₵ 592.00,https://www.jumia.com.gh/phones-tablets/tecno-spark-go-2021-32gb-hdd-2gb-ram-smartphone-maldives-blue-34311709.html
98,Wireless Bluetooth 5.0 Waterproof Headphones - Black,GH₵ 41.28,https://www.jumia.com.gh/phones-tablets/wireless-bluetooth-5.0-waterproof-headphones-black-generic-mpg456030.html
99,ARHANORY Tripod Stand with LED Ring Light for Phones Laptop Plastic-Black,GH₵ 35.00,https://www.jumia.com.gh/phones-tablets/tripod-stand-with-led-ring-light-for-phones-laptop-plastic-black-arhanory-mpg454979.html
100,Itel A16 Plus - 8GB HDD - 1GB RAM -  Phantom Black + Free Gifts,GH₵ 251.00,https://www.jumia.com.gh/phones-tablets/itel-a16-plus-8gb-hdd-1gb-ram-phantom-black-free-gifts-33067473.html
101,IOOIOO Micro SD Memory Card - 32GB - Black,GH₵ 19.00,https://www.jumia.com.gh/phones-tablets/micro-sd-memory-card-32gb-black-generic-mpg429117.html
102,C3 Bluetooth 5.0 Wireless Headsets 10D Stereo Headphones With LED sports Earphone PRO3,GH₵ 32.00,https://www.jumia.com.gh/phones-tablets/generic-c3-bluetooth-5.0-wireless-headsets-10d-stereo-headphones-with-led-sports-earphone-pro3-33321072.html
103,Lenovo LP40 Bluetooth 5.0 True Wireless Sport Headset -  White,GH₵ 59.00,https://www.jumia.com.gh/phones-tablets/lenovo-lp40-bluetooth-5.0-true-wireless-sport-headset-white-21008805.html
104,Bluetooth 5.0 Earphones 2200mAh Wireless Headphone,GH₵ 41.28,https://www.jumia.com.gh/phones-tablets/generic-bluetooth-5.0-earphones-2200mah-wireless-headphone-18121141.html
105,"Wireless Bluetooth Earphone For iPhone, Samsung Pods - Black",GH₵ 34.00,https://www.jumia.com.gh/phones-tablets/generic-wireless-bluetooth-earphone-for-iphone-samsung-pods-black-22600679.html
106,Wireless Bluetooth Earphone For iPhone Samsung Pods - White,GH₵ 33.00,https://www.jumia.com.gh/phones-tablets/generic-wireless-bluetooth-earphone-for-iphone-samsung-pods-white-22600678.html
107,Nokia 105 (4th Edition) Dual SIM Feature Phone- Charcoal Black,GH₵ 104.00,https://www.jumia.com.gh/phones-tablets/105-4th-edition-dual-sim-feature-phone-black-nokia-mpg453273.html
108,V9 Earhook Wireless Bluetooth Earphone CSR Noise Cancelling Earpiece Headset Portable,GH₵ 31.68,https://www.jumia.com.gh/phones-tablets/v9-earhook-wireless-bluetooth-earphone-csr-noise-cancelling-earpiece-headset-portable-14746697.html
109,F9-32 Stereo V5.1 Bluetooth Earphone Power Banks,GH₵ 48.96,https://www.jumia.com.gh/phones-tablets/generic-f9-32-stereo-v5.1-bluetooth-earphone-power-banks-38610988.html
110,Smart Bluetooth watches for ios and Android bands,GH₵ 30.00,https://www.jumia.com.gh/phones-tablets/generic-smart-bluetooth-watches-for-ios-and-android-bands-31659428.html
111,In-Ear Headphones-Double Horn Black Red,GH₵ 16.00,https://www.jumia.com.gh/phones-tablets/generic-in-ear-headphones-double-horn-black-red-31245519.html
112,TWS Air Pro 6 Bluetooth Earphone Earbuds HiFi Stereo Touch Sensor Control Mic For Android & IOS,GH₵ 58.00,https://www.jumia.com.gh/phones-tablets/air-pro-6-bluetooth-earphone-earbuds-hifi-stereo-touch-sensor-control-mic-for-android-ios-tws-mpg453585.html
113,Pro 6 Bluetooth Earphone - White,GH₵ 49.00,https://www.jumia.com.gh/phones-tablets/generic-pro-6-bluetooth-earphone-white-32552474.html
114,Wireless Bluetooth Earphones - White,GH₵ 39.00,https://www.jumia.com.gh/phones-tablets/air-3-pro-bluetooth-wireless-earphones-white-generic-mpg448815.html
115,Wireless Bluetooth Headset 2000mAh - Black,GH₵ 75.00,https://www.jumia.com.gh/phones-tablets/wireless-bluetooth-headset-2000mah-black-generic-mpg454368.html
116,JB New Silicone Digital Watch Men Sport Women  LED  smart watch,GH₵ 44.00,https://www.jumia.com.gh/phones-tablets/jb-new-silicone-digital-watch-men-sport-women-led-smart-watch-18591165.html
117,F9 V5.1 Wireless Bluetooth Digital Display earphone -Black,GH₵ 59.00,https://www.jumia.com.gh/phones-tablets/generic-f9-v5.1-wireless-bluetooth-digital-display-earphone-black-38611560.html
118,M11 T-WS LCD Bluetooth 5.0 Wireless Headphones - Black,GH₵ 66.24,https://www.jumia.com.gh/phones-tablets/m11-t-ws-lcd-bluetooth-5.0-wireless-headphones-black-generic-mpg454355.html
119,New I5 Smartwatch - Pink,GH₵ 47.00,https://www.jumia.com.gh/phones-tablets/generic-new-i5-smartwatch-pink-22272517.html
120,Oraimo FreePods3 True Wireless Stereo Earbuds - Black,GH₵ 171.60,https://www.jumia.com.gh/phones-tablets/oraimo-freepods3-true-wireless-stereo-earbuds-black-41220617.html
121,T WS Bluetooth headset + ios smart watch waterproof sports combination affordable set,GH₵ 77.00,https://www.jumia.com.gh/phones-tablets/generic-t-ws-bluetooth-headset-ios-smart-watch-waterproof-sports-combination-affordable-set-21503885.html
122,Wireless Bluetooth Earphone For iPhone Samsung Pods - Pink,GH₵ 34.00,https://www.jumia.com.gh/phones-tablets/generic-wireless-bluetooth-earphone-for-iphone-samsung-pods-pink-22600682.html
123,TCL L7 Smartphone  - 32GB HDD - 2GB RAM - Black,GH₵ 383.04,https://www.jumia.com.gh/phones-tablets/l7-smartphone-32gb-hdd-2gb-ram-black-tcl-mpg441224.html
124,Color screen smart watch heart rate sport bracelet,GH₵ 33.00,https://www.jumia.com.gh/phones-tablets/generic-color-screen-smart-watch-heart-rate-sport-bracelet-31659499.html
125,LED Bluetooth headset noise reduction stereo headset,GH₵ 39.00,https://www.jumia.com.gh/phones-tablets/generic-led-bluetooth-headset-noise-reduction-stereo-headset-31814992.html
126,Smart Watch With Camera & SIM Card Slot - Black,GH₵ 69.00,https://www.jumia.com.gh/phones-tablets/generic-smart-watch-with-camera-sim-card-slot-black-15811084.html
127,Heart Rate Sport Bracelet Smart Watch - Black,GH₵ 32.00,https://www.jumia.com.gh/phones-tablets/generic-heart-rate-sport-bracelet-smart-watch-black-31662908.html
128,Itel S16 Dual SIM Smartphone - 16GB HDD - 1GB RAM,GH₵ 432.00,https://www.jumia.com.gh/phones-tablets/s16-dual-sim-smartphone-16gb-hdd-1gb-ram-ice-crystal-blue-itel-mpg438381.html
